date,bank,banknm,value,flow,active,new,stop,revolving,installment,transactions,npl
2015/12,BKAO,高雄,147975 ,9036 ,3934 ,32 ,46 ,6579 ,120 ,141276 ,0.33
2015/12,HTBK,華泰,83386 ,10249 ,6386 ,12 ,25 ,18866 ,2296 ,62224 ,0.45
2015/12,DBSS,星展,81546 ,12668 ,6263 ,90 ,65 ,20641 ,486 ,60419 ,0.28
2016/1,CTCB,中信,55237619 ,5862288 ,3842748 ,33950 ,39839 ,14329791 ,13413550 ,27494278 ,0.16
2016/1,UWCB,國泰,54495531 ,5189629 ,3635072 ,65142 ,29093 ,14210500 ,10759345 ,29525686 ,0.14
2016/1,CITI,花旗,46833424 ,2910033 ,2472925 ,16462 ,30347 ,16323674 ,10408596 ,20101154 ,0.55
2016/1,ESUN,玉山,42071968 ,3971339 ,2783239 ,40643 ,20193 ,10547618 ,8725142 ,22799208 ,0.24
2016/1,TSIB,台新,35730361 ,3569444 ,2467784 ,30104 ,11459 ,10400542 ,9707286 ,15622533 ,0.26
2016/1,TPBK,富邦,28151971 ,2244059 ,1624544 ,20048 ,27353 ,6722859 ,5556825 ,15872287 ,0.18
2016/1,SINO,永豐,16201935 ,2137893 ,1316012 ,19448 ,26475 ,5029129 ,3957256 ,7215550 ,0.33
2016/1,FEIN,遠東,15199451 ,1452400 ,1028632 ,11978 ,57903 ,4951117 ,5407625 ,4840709 ,0.33
2016/1,UBOT,聯邦,13636590 ,1828785 ,817937 ,19752 ,16255 ,4648229 ,3017066 ,5971295 ,0.27
2016/1,TCBB,匯豐,8918554 ,628302 ,435040 ,7835 ,7782 ,2863325 ,1816003 ,4239226 ,0.24
2016/1,ANZB,澳盛,8227892 ,585755 ,366031 ,6802 ,11512 ,3195037 ,1698035 ,3334820 ,0.46
2016/1,MKTB,新光,6785617 ,908227 ,461335 ,6078 ,5888 ,2129906 ,1411617 ,3244094 ,0.22
2016/1,OURB,大眾,6720600 ,609693 ,316536 ,9987 ,7091 ,891527 ,3894893 ,1934180 ,0.00
2016/1,FCBK,第一,6369613 ,902664 ,604041 ,8832 ,9243 ,1356810 ,1127509 ,3885294 ,0.17
2016/1,HNBK,華南,5714896 ,811668 ,586092 ,13580 ,11592 ,725145 ,1346077 ,3643674 ,0.13
2016/1,ICBC,兆豐,4531350 ,610697 ,400035 ,8074 ,6927 ,1166893 ,878219 ,2486238 ,0.22
2016/1,AE,美運,4291827 ,162348 ,88069 ,2796 ,2938 ,342354 ,0 ,3949473 ,0.10
2016/1,SCBL,渣打,4217216 ,383559 ,232396 ,1227 ,4839 ,2014565 ,695111 ,1507540 ,0.48
2016/1,APBK,元大,3986313 ,441120 ,253645 ,12023 ,3035 ,489427 ,399274 ,3097612 ,0.15
2016/1,TACB,合庫,3058026 ,417213 ,256181 ,5492 ,3558 ,600759 ,230064 ,2227203 ,0.45
2016/1,CSMB,凱基,2415729 ,505844 ,215194 ,3766 ,3969 ,1140705 ,308496 ,966528 ,1.71
2016/1,ENTI,安泰,2147128 ,186868 ,72264 ,1001 ,500 ,422849 ,1256775 ,467504 ,0.34
2016/1,SCSB,上海,2065571 ,362874 ,187041 ,1075 ,2289 ,745065 ,208723 ,1111783 ,0.71
2016/1,CCBC,彰化,1571400 ,441496 ,216481 ,2428 ,3307 ,265085 ,123066 ,1183249 ,0.23
2016/1,MBBT,台企銀,1433051 ,335672 ,133593 ,758 ,1637 ,481224 ,38037 ,913790 ,0.08
2016/1,JSIB,日盛,1086706 ,188426 ,101128 ,388 ,1108 ,464784 ,220881 ,401041 ,0.18
2016/1,LBOT,土地,973144 ,187881 ,106747 ,2808 ,938 ,224554 ,41511 ,707079 ,0.32
2016/1,BKTW,台銀,891841 ,227780 ,111723 ,439 ,1473 ,233482 ,13830 ,644529 ,0.36
2016/1,TCBB,台中,756631 ,196431 ,80911 ,2048 ,1046 ,249796 ,44241 ,462594 ,1.75
2016/1,SUNY,陽信,538235 ,71074 ,37965 ,1017 ,667 ,251127 ,52662 ,234446 ,0.25
2016/1,AEON,永旺,518661 ,91091 ,40668 ,147 ,1521 ,274633 ,63912 ,180116 ,1.20
2016/1,RT,樂天,484304 ,81375 ,65730 ,8122 ,580 ,49547 ,82494 ,352263 ,0.08
2016/1,COBK,三信,169884 ,16675 ,11122 ,179 ,84 ,32141 ,16895 ,120848 ,0.32
2016/1,BKAO,高雄,119083 ,9004 ,3862 ,29 ,60 ,6286 ,115 ,112682 ,0.60
2016/1,HTBK,華泰,77460 ,10254 ,6381 ,18 ,12 ,18590 ,2164 ,56706 ,0.48
2016/1,DBSS,星展,77314 ,12697 ,6210 ,85 ,56 ,20380 ,428 ,56506 ,0.00
2016/2,CTCB,中信,53231086 ,5858581 ,3838481 ,30840 ,28886 ,14217483 ,13257888 ,25755715 ,0.16
2016/2,UWCB,國泰,49320198 ,5217245 ,3647289 ,49002 ,21386 ,13922408 ,10733793 ,24663997 ,0.15
2016/2,CITI,花旗,44881492 ,2904852 ,2462961 ,11663 ,27185 ,15647395 ,10351932 ,18882165 ,0.67
2016/2,ESUN,玉山,40558956 ,3981435 ,2793191 ,28309 ,18213 ,10520439 ,8894833 ,21143684 ,0.23
2016/2,TSIB,台新,34834727 ,3572326 ,2469488 ,22235 ,19353 ,10300088 ,9808696 ,14725943 ,0.25
2016/2,TPBK,富邦,24942941 ,2232303 ,1618325 ,12594 ,24350 ,6601203 ,5569180 ,12772558 ,0.18
2016/2,SINO,永豐,15344940 ,2144364 ,1310499 ,22296 ,15825 ,5011596 ,3917363 ,6415981 ,0.32
2016/2,FEIN,遠東,14941296 ,1455856 ,1029753 ,9579 ,6171 ,5402613 ,5233126 ,4305557 ,0.33
2016/2,UBOT,聯邦,12875700 ,1827844 ,823889 ,14050 ,14991 ,4559671 ,2987429 ,5328600 ,0.26
2016/2,TCBB,匯豐,8152358 ,626559 ,433466 ,4868 ,6611 ,2834456 ,1693006 ,3624896 ,0.22
2016/2,ANZB,澳盛,7653631 ,585110 ,361930 ,4037 ,4662 ,3181369 ,1669478 ,2802784 ,0.47
2016/2,MKTB,新光,6780875 ,905964 ,459934 ,6302 ,8565 ,2159512 ,1394197 ,3227166 ,0.19
2016/2,OURB,大眾,6299123 ,611478 ,316670 ,7546 ,5756 ,873720 ,3794199 ,1631204 ,0.01
2016/2,FCBK,第一,6037540 ,905307 ,602173 ,7645 ,7565 ,1370567 ,1110706 ,3556267 ,0.17
2016/2,HNBK,華南,5360768 ,814633 ,587515 ,11374 ,7798 ,687280 ,1323223 ,3350265 ,0.18
2016/2,ICBC,兆豐,4257030 ,610480 ,398268 ,6581 ,6798 ,1175238 ,856897 ,2224895 ,0.19
2016/2,SCBL,渣打,3929510 ,379876 ,229180 ,938 ,3943 ,1997024 ,657645 ,1274841 ,0.39
2016/2,AE,美運,3646172 ,162645 ,87706 ,2728 ,2431 ,342677 ,0 ,3303495 ,0.15
2016/2,APBK,元大,3574630 ,447881 ,259008 ,8050 ,2297 ,446820 ,323784 ,2804026 ,0.14
2016/2,TACB,合庫,2800890 ,417677 ,256602 ,2904 ,2550 ,602285 ,223107 ,1975498 ,0.41
2016/2,CSMB,凱基,2386082 ,503962 ,219309 ,2087 ,3548 ,1147021 ,313000 ,926061 ,1.61
2016/2,ENTI,安泰,2068006 ,185967 ,71522 ,625 ,428 ,420359 ,1233897 ,413750 ,0.36
2016/2,SCSB,上海,1893519 ,361933 ,185561 ,882 ,1823 ,708496 ,196599 ,988424 ,0.50
2016/2,CCBC,彰化,1503070 ,441877 ,214683 ,1856 ,2519 ,268799 ,128164 ,1106107 ,0.15
2016/2,MBBT,台企銀,1334622 ,335236 ,132647 ,526 ,962 ,475322 ,38985 ,820315 ,0.09
2016/2,JSIB,日盛,1068127 ,187893 ,101028 ,340 ,873 ,453560 ,233538 ,381029 ,0.15
2016/2,LBOT,土地,886737 ,189020 ,106590 ,1844 ,884 ,224183 ,43003 ,619551 ,0.44
2016/2,BKTW,台銀,817350 ,227489 ,111180 ,280 ,888 ,228396 ,12924 ,576030 ,0.18
2016/2,TCBB,台中,702825 ,196428 ,80379 ,1470 ,843 ,223017 ,44387 ,435421 ,1.99
2016/2,RT,樂天,545171 ,86358 ,69482 ,5085 ,338 ,93371 ,82941 ,368859 ,0.09
2016/2,SUNY,陽信,524784 ,71326 ,38457 ,769 ,513 ,254739 ,57126 ,212919 ,0.42
2016/2,AEON,永旺,504731 ,90032 ,40175 ,46 ,1154 ,272829 ,62970 ,168932 ,1.07
2016/2,COBK,三信,144641 ,16721 ,11042 ,155 ,58 ,27740 ,13707 ,103194 ,0.30
2016/2,BKAO,高雄,100849 ,8989 ,3819 ,21 ,36 ,5861 ,110 ,94878 ,0.74
2016/2,HTBK,華泰,70983 ,10253 ,6367 ,12 ,13 ,20114 ,3166 ,47703 ,0.86
2016/2,DBSS,星展,69889 ,12710 ,6245 ,72 ,59 ,21439 ,381 ,48069 ,0.42
2016/3,UWCB,國泰,57398175 ,5258229 ,3662783 ,73001 ,32017 ,13659812 ,10194375 ,33543988 ,0.15
2016/3,CTCB,中信,55420250 ,5852026 ,3817587 ,52769 ,52335 ,14101092 ,12797996 ,28521162 ,0.16
2016/3,CITI,花旗,45070751 ,2905258 ,2463575 ,19161 ,30586 ,15448237 ,9758545 ,19863969 ,0.53
2016/3,ESUN,玉山,41505193 ,4042382 ,2807696 ,83532 ,22585 ,10425620 ,8646928 ,22432645 ,0.24
2016/3,TSIB,台新,35643561 ,3593999 ,2482508 ,31500 ,9827 ,10264349 ,9433385 ,15945827 ,0.26
2016/3,TPBK,富邦,29149620 ,2284185 ,1624877 ,77249 ,25367 ,6352863 ,5402900 ,17393857 ,0.19
2016/3,SINO,永豐,16633843 ,2127513 ,1317055 ,31169 ,48020 ,4958608 ,3772909 ,7902326 ,0.33
2016/3,FEIN,遠東,14716022 ,1459091 ,1034015 ,11405 ,8192 ,4809383 ,5291315 ,4615324 ,0.36
2016/3,UBOT,聯邦,13100816 ,1837034 ,824913 ,20355 ,11165 ,4546667 ,2743008 ,5811141 ,0.27
2016/3,TCBB,匯豐,8735477 ,626010 ,430450 ,8172 ,8721 ,2797222 ,1623317 ,4314938 ,0.22
2016/3,ANZB,澳盛,8152573 ,568953 ,359470 ,6657 ,23154 ,3146728 ,1601402 ,3404443 ,0.43
2016/3,MKTB,新光,7338616 ,908858 ,464305 ,13753 ,10859 ,2068598 ,1262811 ,4007207 ,0.24
2016/3,FCBK,第一,6501299 ,912953 ,602937 ,14170 ,9868 ,1336065 ,1030012 ,4135222 ,0.21
2016/3,OURB,大眾,6442428 ,597588 ,319355 ,10684 ,24486 ,865747 ,3596825 ,1979856 ,0.00
2016/3,HNBK,華南,5937242 ,825306 ,597668 ,21688 ,9915 ,704404 ,1346459 ,3886379 ,0.05
2016/3,ICBC,兆豐,4356132 ,616103 ,401058 ,13066 ,7443 ,1120074 ,785192 ,2450866 ,0.23
2016/3,APBK,元大,4355440 ,465202 ,268892 ,19225 ,3076 ,430004 ,346098 ,3579338 ,0.16
2016/3,AE,美運,4115573 ,163348 ,87659 ,4247 ,3544 ,332684 ,0 ,3782889 ,0.16
2016/3,SCBL,渣打,3984389 ,376426 ,227206 ,1464 ,5484 ,1956923 ,622281 ,1405185 ,0.41
2016/3,TACB,合庫,3241666 ,420731 ,256697 ,6366 ,3458 ,580308 ,205983 ,2455375 ,0.46
2016/3,CSMB,凱基,2441534 ,504968 ,218328 ,4363 ,4131 ,1121577 ,290589 ,1029368 ,1.76
2016/3,ENTI,安泰,2134779 ,185676 ,71517 ,1217 ,532 ,410723 ,1261912 ,462144 ,0.46
2016/3,SCSB,上海,2040333 ,360660 ,184308 ,1178 ,2451 ,703438 ,195793 ,1141102 ,0.70
2016/3,CCBC,彰化,1693788 ,442169 ,213014 ,5436 ,3583 ,324755 ,125731 ,1243302 ,0.27
2016/3,MBBT,台企銀,1384392 ,334641 ,132062 ,925 ,1520 ,462083 ,62144 ,860165 ,0.11
2016/3,JSIB,日盛,1113538 ,187261 ,101162 ,518 ,1150 ,456962 ,232932 ,423644 ,0.24
2016/3,LBOT,土地,989689 ,191841 ,107145 ,3582 ,1047 ,227834 ,42105 ,719750 ,0.29
2016/3,BKTW,台銀,895403 ,227183 ,110496 ,526 ,1294 ,227494 ,11794 ,656115 ,0.16
2016/3,TCBB,台中,802956 ,197694 ,79895 ,3042 ,1430 ,234784 ,43356 ,524816 ,0.98
2016/3,SUNY,陽信,560928 ,74345 ,38553 ,3803 ,787 ,244918 ,54904 ,261106 ,0.18
2016/3,RT,樂天,546791 ,100137 ,75969 ,13948 ,300 ,59815 ,92080 ,394896 ,0.13
2016/3,AEON,永旺,476306 ,89255 ,40086 ,112 ,966 ,275368 ,58473 ,142465 ,0.99
2016/3,COBK,三信,137371 ,16781 ,11027 ,260 ,92 ,30714 ,13317 ,93340 ,0.09
2016/3,BKAO,高雄,135047 ,9092 ,3879 ,139 ,37 ,6605 ,105 ,128337 ,0.63
2016/3,DBSS,星展,79232 ,12771 ,6158 ,128 ,67 ,20827 ,345 ,58060 ,0.79
2016/3,HTBK,華泰,77480 ,10253 ,6361 ,15 ,12 ,18251 ,2970 ,56259 ,0.57
2016/4,UWCB,國泰,52051844 ,5297833 ,3688428 ,64429 ,24825 ,13856305 ,9900271 ,28295268 ,0.14
2016/4,CTCB,中信,51689424 ,5884540 ,3819573 ,64539 ,33548 ,14132155 ,12443074 ,25114195 ,0.17
2016/4,CITI,花旗,44806684 ,2902949 ,2453939 ,15949 ,28598 ,15749353 ,9875592 ,19181739 ,0.50
2016/4,ESUN,玉山,40898318 ,4096578 ,2831306 ,75392 ,21196 ,10461593 ,8514260 ,21922465 ,0.24
2016/4,TSIB,台新,33909419 ,3595669 ,2481894 ,30750 ,29080 ,10137434 ,9326282 ,14445703 ,0.24
2016/4,TPBK,富邦,28128378 ,2299753 ,1632378 ,36420 ,20852 ,6364360 ,5327285 ,16436733 ,0.16
2016/4,SINO,永豐,15468950 ,2178492 ,1314617 ,90927 ,39948 ,4899885 ,3775996 ,6793069 ,0.34
2016/4,FEIN,遠東,14163084 ,1464607 ,1030931 ,11003 ,5500 ,4879453 ,5174847 ,4108784 ,0.36
2016/4,UBOT,聯邦,12873746 ,1833111 ,829646 ,19967 ,23890 ,4518915 ,2683904 ,5670927 ,0.26
2016/4,TCBB,匯豐,8183943 ,623952 ,430401 ,5610 ,7668 ,2760702 ,1586594 ,3836647 ,0.21
2016/4,ANZB,澳盛,7612794 ,567031 ,355905 ,5029 ,7098 ,3100167 ,1591211 ,2921416 ,0.46
2016/4,MKTB,新光,6451016 ,906799 ,465869 ,9760 ,13013 ,2065314 ,1256823 ,3128879 ,0.27
2016/4,OURB,大眾,6144362 ,600434 ,320471 ,9389 ,6524 ,865073 ,3548952 ,1730337 ,0.01
2016/4,FCBK,第一,5990986 ,920036 ,606484 ,13476 ,9292 ,1329391 ,1009601 ,3651994 ,0.18
2016/4,HNBK,華南,5409011 ,832162 ,602900 ,16423 ,8391 ,680531 ,1254886 ,3473594 ,0.13
2016/4,ICBC,兆豐,4271770 ,619452 ,402970 ,9216 ,5867 ,1139729 ,771847 ,2360194 ,0.20
2016/4,APBK,元大,4086729 ,480205 ,280579 ,16721 ,2728 ,432189 ,354522 ,3300018 ,0.15
2016/4,AE,美運,3943688 ,164835 ,87759 ,3685 ,2198 ,325664 ,0 ,3618024 ,0.10
2016/4,SCBL,渣打,3783045 ,373271 ,223898 ,1511 ,4178 ,1927725 ,594005 ,1261315 ,0.44
2016/4,TACB,合庫,3068704 ,422855 ,257639 ,5044 ,3025 ,588964 ,200402 ,2279338 ,0.24
2016/4,CSMB,凱基,2303028 ,515372 ,217794 ,14061 ,15247 ,1112257 ,286004 ,904767 ,1.69
2016/4,ENTI,安泰,2059706 ,184888 ,71167 ,936 ,439 ,403776 ,1239645 ,416285 ,0.57
2016/4,SCSB,上海,1876999 ,359676 ,182348 ,1031 ,2015 ,708073 ,190762 ,978164 ,0.56
2016/4,CCBC,彰化,1530409 ,440418 ,211994 ,3960 ,2929 ,269184 ,126890 ,1134335 ,0.15
2016/4,MBBT,台企銀,1360194 ,334262 ,131016 ,773 ,1152 ,463127 ,70657 ,826410 ,0.12
2016/4,JSIB,日盛,1041261 ,186641 ,100318 ,420 ,1040 ,453080 ,224114 ,364067 ,0.18
2016/4,LBOT,土地,927344 ,196893 ,107465 ,6208 ,972 ,232723 ,41287 ,653334 ,0.26
2016/4,BKTW,台銀,800668 ,227318 ,109946 ,685 ,924 ,221020 ,10915 ,568733 ,0.18
2016/4,TCBB,台中,733190 ,197451 ,79398 ,2039 ,1226 ,241963 ,44383 ,446844 ,1.37
2016/4,RT,樂天,579612 ,112145 ,82916 ,12173 ,341 ,66362 ,98120 ,415130 ,0.25
2016/4,SUNY,陽信,517747 ,78782 ,39619 ,5293 ,855 ,242786 ,50502 ,224459 ,0.34
2016/4,AEON,永旺,493060 ,88765 ,39377 ,100 ,769 ,270079 ,56495 ,166486 ,0.88
2016/4,COBK,三信,168469 ,16872 ,11045 ,265 ,80 ,30168 ,13506 ,124795 ,0.18
2016/4,BKAO,高雄,140947 ,9257 ,3984 ,200 ,39 ,6654 ,100 ,134193 ,0.49
2016/4,DBSS,星展,78656 ,12792 ,6164 ,91 ,70 ,21667 ,310 ,56679 ,1.53
2016/4,HTBK,華泰,71795 ,10247 ,6329 ,17 ,15 ,18465 ,2582 ,50748 ,0.37
2016/5,UWCB,國泰,59731097 ,5330485 ,3718798 ,59114 ,26462 ,13828682 ,9676100 ,36226315 ,0.12
2016/5,CTCB,中信,54140461 ,5895792 ,3830003 ,60837 ,42374 ,14087127 ,12219015 ,27834319 ,0.16
2016/5,CITI,花旗,45308517 ,2901368 ,2455744 ,16958 ,29263 ,15348515 ,9826731 ,20133271 ,0.48
2016/5,ESUN,玉山,44850763 ,4138311 ,2854201 ,65762 ,24029 ,10556924 ,9011057 ,25282782 ,0.25
2016/5,TSIB,台新,35821959 ,3607035 ,2495292 ,36644 ,25278 ,10134742 ,9609996 ,16077221 ,0.24
2016/5,TPBK,富邦,28612153 ,2307385 ,1652437 ,38553 ,30921 ,6287126 ,5865971 ,16459056 ,0.16
2016/5,SINO,永豐,16011576 ,2223308 ,1319666 ,69133 ,24317 ,4884835 ,3691854 ,7434887 ,0.35
2016/5,FEIN,遠東,14548310 ,1469664 ,1031779 ,11323 ,6272 ,4768253 ,5149855 ,4630202 ,0.37
2016/5,UBOT,聯邦,13421610 ,1836494 ,832964 ,20672 ,17289 ,4548359 ,2625093 ,6248158 ,0.29
2016/5,TCBB,匯豐,8383450 ,620908 ,428251 ,4521 ,7565 ,2730911 ,1583852 ,4068687 ,0.25
2016/5,ANZB,澳盛,7781186 ,566129 ,353846 ,4520 ,5527 ,3074151 ,1557127 ,3149908 ,0.46
2016/5,MKTB,新光,7734752 ,909156 ,470763 ,11526 ,9169 ,2037509 ,1253288 ,4443955 ,0.24
2016/5,FCBK,第一,6428104 ,925858 ,610671 ,12577 ,9972 ,1355442 ,999003 ,4073659 ,0.18
2016/5,OURB,大眾,6265266 ,604766 ,321959 ,10716 ,6350 ,877385 ,3456483 ,1931398 ,0.01
2016/5,HNBK,華南,5899099 ,838898 ,610159 ,16419 ,8877 ,719157 ,1402385 ,3777557 ,0.21
2016/5,ICBC,兆豐,4450271 ,609493 ,404255 ,8878 ,18837 ,1134483 ,771792 ,2543996 ,0.20
2016/5,APBK,元大,4427948 ,497877 ,294815 ,19509 ,3121 ,432513 ,374395 ,3621040 ,0.15
2016/5,AE,美運,4170732 ,165989 ,112891 ,4349 ,3195 ,325396 ,0 ,3845336 ,0.13
2016/5,SCBL,渣打,3896758 ,367548 ,220091 ,2183 ,4311 ,1914116 ,597113 ,1385529 ,0.43
2016/5,TACB,合庫,3259952 ,426307 ,257753 ,6489 ,3187 ,586271 ,202905 ,2470776 ,0.35
2016/5,CSMB,凱基,2456393 ,508473 ,220172 ,8366 ,3821 ,1097034 ,285716 ,1073643 ,1.65
2016/5,ENTI,安泰,2112546 ,184130 ,71303 ,892 ,499 ,398255 ,1251721 ,462570 ,0.63
2016/5,SCSB,上海,1977990 ,358654 ,181353 ,1159 ,2181 ,730472 ,191918 ,1055600 ,0.76
2016/5,CCBC,彰化,1718136 ,438538 ,210691 ,4538 ,3096 ,339453 ,127096 ,1251587 ,0.32
2016/5,MBBT,台企銀,1395109 ,333787 ,130310 ,718 ,1193 ,456628 ,76064 ,862417 ,0.11
2016/5,JSIB,日盛,1065506 ,185978 ,99930 ,451 ,1114 ,445851 ,215285 ,404370 ,0.18
2016/5,LBOT,土地,1056983 ,202536 ,109703 ,6027 ,962 ,237374 ,39495 ,780114 ,0.34
2016/5,BKTW,台銀,898118 ,227434 ,109092 ,754 ,1002 ,223831 ,10110 ,664177 ,0.11
2016/5,TCBB,台中,793820 ,197975 ,79110 ,2466 ,1415 ,250375 ,43038 ,500407 ,1.64
2016/5,RT,樂天,660383 ,127216 ,93728 ,15202 ,336 ,76080 ,108509 ,475794 ,0.23
2016/5,SUNY,陽信,570178 ,82937 ,42093 ,5069 ,914 ,240568 ,53329 ,276281 ,0.52
2016/5,AEON,永旺,479402 ,88249 ,38655 ,156 ,711 ,272072 ,54930 ,152400 ,0.76
2016/5,COBK,三信,158053 ,16925 ,11105 ,168 ,66 ,30475 ,13724 ,113854 ,0.23
2016/5,BKAO,高雄,145382 ,9475 ,4204 ,253 ,35 ,7017 ,95 ,138270 ,0.49
2016/5,DBSS,星展,86254 ,12823 ,6090 ,86 ,55 ,20535 ,274 ,65445 ,1.12
2016/5,HTBK,華泰,80831 ,10240 ,6344 ,11 ,10 ,18462 ,2313 ,60056 ,1.30
2016/6,CTCB,中信,71830553 ,5903543 ,3836418 ,57351 ,49832 ,14201429 ,16783761 ,40845363 ,0.13
2016/6,UWCB,國泰,65809273 ,5356145 ,3725810 ,50306 ,24646 ,14273447 ,12540101 ,38995725 ,0.11
2016/6,ESUN,玉山,56116964 ,4171812 ,2885056 ,55502 ,22001 ,10690789 ,10650160 ,34776015 ,0.23
2016/6,TSIB,台新,51580424 ,3605168 ,2504880 ,38896 ,40763 ,10127502 ,14018513 ,27434409 ,0.20
2016/6,CITI,花旗,47476738 ,2899350 ,2455177 ,15308 ,28026 ,15914950 ,9840238 ,21721550 ,0.57
2016/6,TPBK,富邦,33299512 ,2322577 ,1668400 ,44480 ,29288 ,6312835 ,7187287 ,19799390 ,0.15
2016/6,SINO,永豐,19935620 ,2294252 ,1323266 ,93488 ,22544 ,4872994 ,4457668 ,10604958 ,0.31
2016/6,FEIN,遠東,17652779 ,1473641 ,1027424 ,10853 ,6884 ,4769075 ,6155162 ,6728542 ,0.34
2016/6,UBOT,聯邦,14674239 ,1829090 ,837450 ,18238 ,25642 ,4601175 ,3134015 ,6939049 ,0.28
2016/6,TCBB,匯豐,9288852 ,618402 ,425685 ,5379 ,7885 ,2714361 ,1725030 ,4849461 ,0.22
2016/6,MKTB,新光,9196007 ,910579 ,472834 ,9651 ,8228 ,2051021 ,1657874 ,5487112 ,0.21
2016/6,HNBK,華南,8851585 ,846818 ,615731 ,16722 ,7874 ,698593 ,2277574 ,5875418 ,0.05
2016/6,ANZB,澳盛,8255228 ,558441 ,347929 ,4413 ,12166 ,3050071 ,1588616 ,3616541 ,0.43
2016/6,FCBK,第一,7244144 ,930182 ,615496 ,10397 ,9111 ,1380980 ,1174643 ,4688521 ,0.16
2016/6,OURB,大眾,7032282 ,607861 ,323432 ,9407 ,6259 ,908150 ,3759848 ,2364284 ,0.01
2016/6,APBK,元大,5462930 ,512963 ,310128 ,16592 ,2722 ,439898 ,457227 ,4565805 ,0.13
2016/6,ICBC,兆豐,5438927 ,612737 ,405475 ,8411 ,5167 ,1150094 ,886016 ,3402817 ,0.17
2016/6,TACB,合庫,5226500 ,428289 ,258879 ,5042 ,3158 ,594854 ,369459 ,4262187 ,0.18
2016/6,SCBL,渣打,4216317 ,366307 ,219123 ,3845 ,4686 ,1907891 ,704497 ,1603929 ,0.44
2016/6,AE,美運,3960917 ,165877 ,113203 ,3770 ,3882 ,330990 ,0 ,3629927 ,0.15
2016/6,CCBC,彰化,3253595 ,437252 ,209997 ,4340 ,2845 ,348319 ,216141 ,2689135 ,0.21
2016/6,CSMB,凱基,3173811 ,512048 ,199109 ,7194 ,3572 ,1097762 ,545327 ,1530722 ,1.38
2016/6,SCSB,上海,2198213 ,357856 ,180016 ,955 ,1753 ,714894 ,191405 ,1291914 ,0.60
2016/6,ENTI,安泰,2097743 ,183233 ,71140 ,907 ,371 ,392052 ,1264344 ,441347 ,0.24
2016/6,MBBT,台企銀,1679983 ,333504 ,128662 ,900 ,1183 ,455552 ,99389 ,1125042 ,0.07
2016/6,LBOT,土地,1195313 ,213143 ,111704 ,11189 ,1026 ,244235 ,56624 ,894454 ,0.29
2016/6,JSIB,日盛,1171176 ,184955 ,100264 ,394 ,1417 ,449708 ,240441 ,481027 ,0.21
2016/6,BKTW,台銀,970409 ,227791 ,108865 ,916 ,919 ,224156 ,9616 ,736637 ,0.11
2016/6,TCBB,台中,909846 ,198388 ,79064 ,2581 ,1442 ,252776 ,43144 ,613926 ,1.81
2016/6,RT,樂天,819578 ,138145 ,96991 ,11067 ,345 ,85912 ,129123 ,604543 ,0.17
2016/6,SUNY,陽信,620315 ,84396 ,45411 ,2331 ,872 ,241886 ,65579 ,312850 ,0.00
2016/6,AEON,永旺,476609 ,87804 ,37642 ,115 ,653 ,271713 ,53286 ,151610 ,0.76
2016/6,COBK,三信,163877 ,17054 ,11170 ,232 ,67 ,30575 ,14240 ,119062 ,0.22
2016/6,BKAO,高雄,162602 ,9677 ,4396 ,238 ,36 ,7112 ,90 ,155400 ,0.16
2016/6,HTBK,華泰,87618 ,10235 ,6344 ,24 ,20 ,18933 ,1953 ,66732 ,1.84
2016/6,DBSS,星展,84801 ,12865 ,6050 ,102 ,60 ,21291 ,240 ,63270 ,1.17
2016/7,CTCB,中信,54973399 ,5915155 ,3838292 ,41319 ,31143 ,14441487 ,15799128 ,24732784 ,0.15
2016/7,UWCB,國泰,52321430 ,5471673 ,3735720 ,141186 ,25658 ,14377112 ,11780284 ,26164034 ,0.13
2016/7,ESUN,玉山,46771493 ,4185866 ,2907198 ,40121 ,26067 ,11010842 ,12073468 ,23687183 ,0.24
2016/7,CITI,花旗,45138164 ,2898698 ,2453663 ,15023 ,26322 ,15772554 ,9790141 ,19575469 ,0.47
2016/7,TSIB,台新,39237089 ,3610218 ,2516954 ,31512 ,26462 ,10178718 ,13354719 ,15703652 ,0.23
2016/7,TPBK,富邦,29704062 ,2303207 ,1680246 ,27509 ,46879 ,6345577 ,7381457 ,15977028 ,0.16
2016/7,SINO,永豐,16199322 ,2325326 ,1333119 ,53893 ,22819 ,4908014 ,4315816 ,6975492 ,0.34
2016/7,FEIN,遠東,15028970 ,1477146 ,1023736 ,10109 ,6607 ,4858686 ,5963085 ,4207199 ,0.36
2016/7,UBOT,聯邦,13446020 ,1818151 ,841155 ,17772 ,28711 ,4606572 ,2934621 ,5904827 ,0.31
2016/7,TCBB,匯豐,8245042 ,613290 ,422864 ,5435 ,10547 ,2728689 ,1651312 ,3865041 ,0.27
2016/7,ANZB,澳盛,7581744 ,559107 ,344457 ,4600 ,3923 ,3066488 ,1582284 ,2932972 ,0.38
2016/7,MKTB,新光,6767537 ,909283 ,475761 ,7474 ,8770 ,2055573 ,1521557 ,3190407 ,0.26
2016/7,OURB,大眾,6456119 ,610040 ,323940 ,8419 ,6177 ,924135 ,3714245 ,1817739 ,0.02
2016/7,FCBK,第一,6385197 ,933652 ,617942 ,9276 ,8693 ,1397575 ,1098613 ,3889009 ,0.18
