date,bank,banknm,value,flow,active,new,stop,revolving,installment,transactions,npl
2016/7,HNBK,華南,6294024 ,851865 ,618880 ,14191 ,8331 ,726607 ,2099547 ,3467870 ,0.11
2016/7,APBK,元大,4489893 ,523401 ,319536 ,12155 ,2942 ,458747 ,483046 ,3548100 ,0.14
2016/7,ICBC,兆豐,4333846 ,614076 ,407113 ,6880 ,5541 ,1154185 ,823476 ,2356185 ,0.19
2016/7,AE,美運,4178474 ,166231 ,112856 ,3798 ,3444 ,340145 ,0 ,3838329 ,0.14
2016/7,SCBL,渣打,3846692 ,363716 ,218293 ,1938 ,4371 ,1906666 ,665024 ,1275002 ,0.43
2016/7,TACB,合庫,3383345 ,430729 ,260044 ,5437 ,3117 ,615898 ,417836 ,2349611 ,0.21
2016/7,CSMB,凱基,2473116 ,509432 ,198068 ,3875 ,6499 ,1108966 ,425240 ,938910 ,1.37
2016/7,ENTI,安泰,2064638 ,182258 ,70389 ,764 ,476 ,392410 ,1252896 ,419332 ,0.31
2016/7,SCSB,上海,1923170 ,357121 ,178822 ,1039 ,1774 ,717488 ,188098 ,1017584 ,0.79
2016/7,CCBC,彰化,1626961 ,436111 ,209581 ,3603 ,2840 ,283989 ,194427 ,1148545 ,0.39
2016/7,MBBT,台企銀,1382680 ,333230 ,127412 ,649 ,1213 ,458945 ,92329 ,831406 ,0.06
2016/7,LBOT,土地,1076761 ,221246 ,115874 ,9589 ,866 ,259215 ,54510 ,763036 ,0.42
2016/7,JSIB,日盛,1049117 ,183939 ,100294 ,388 ,1404 ,448787 ,223382 ,376948 ,0.30
2016/7,RT,樂天,838146 ,147986 ,110947 ,10056 ,689 ,101525 ,146742 ,589879 ,0.15
2016/7,BKTW,台銀,827146 ,228231 ,108199 ,956 ,828 ,228558 ,9059 ,589529 ,0.26
2016/7,TCBB,台中,760514 ,198485 ,78691 ,1727 ,1189 ,258578 ,42200 ,459736 ,1.48
2016/7,SUNY,陽信,554260 ,85428 ,47909 ,1875 ,844 ,240869 ,60442 ,252949 ,0.32
2016/7,AEON,永旺,469242 ,87511 ,37174 ,192 ,525 ,268993 ,50742 ,149507 ,0.73
2016/7,BKAO,高雄,172040 ,9797 ,4474 ,171 ,52 ,7445 ,125 ,164470 ,0.17
2016/7,COBK,三信,158293 ,17092 ,11169 ,139 ,63 ,31124 ,13059 ,114110 ,0.15
2016/7,DBSS,星展,76645 ,12856 ,6000 ,47 ,56 ,22600 ,205 ,53840 ,1.95
2016/7,HTBK,華泰,69767 ,10210 ,6316 ,10 ,29 ,17858 ,1835 ,50074 ,1.92
2016/8,UWCB,國泰,61949111 ,5682321 ,3877832 ,245426 ,34778 ,14364062 ,11234646 ,36350403 ,0.12
2016/8,CTCB,中信,58943555 ,5909323 ,3837933 ,45644 ,44674 ,14440259 ,15263027 ,29240269 ,0.15
2016/8,ESUN,玉山,49034501 ,4205723 ,2925684 ,44584 ,24727 ,11088748 ,11434919 ,26510834 ,0.24
2016/8,CITI,花旗,45339904 ,2895006 ,2457443 ,16852 ,31774 ,15813441 ,9599381 ,19927082 ,0.47
2016/8,TSIB,台新,41938557 ,3617163 ,2538375 ,35657 ,28712 ,10161097 ,13150022 ,18627438 ,0.22
2016/8,TPBK,富邦,32623866 ,2302488 ,1701094 ,29236 ,29955 ,6263732 ,7806120 ,18554014 ,0.15
2016/8,SINO,永豐,16314255 ,1953697 ,1353340 ,17251 ,388880 ,4896801 ,4124830 ,7292624 ,0.33
2016/8,FEIN,遠東,15206079 ,1480131 ,1021853 ,11188 ,8227 ,4710693 ,5775250 ,4720136 ,0.39
2016/8,UBOT,聯邦,14554878 ,1980175 ,933751 ,187202 ,25178 ,4659314 ,2798607 ,7096957 ,0.29
2016/8,TCBB,匯豐,8548988 ,608037 ,419621 ,5959 ,11212 ,2688423 ,1590780 ,4269785 ,0.24
2016/8,MKTB,新光,7899487 ,909100 ,481519 ,9239 ,9422 ,2034497 ,1409603 ,4455387 ,0.24
2016/8,ANZB,澳盛,7805244 ,559705 ,343121 ,4805 ,4559 ,3031065 ,1568724 ,3205455 ,0.36
2016/8,FCBK,第一,6783246 ,940887 ,625038 ,13824 ,9783 ,1415354 ,1055179 ,4312713 ,0.15
2016/8,HNBK,華南,6735728 ,856590 ,624183 ,13997 ,8712 ,761449 ,1993522 ,3980757 ,0.16
2016/8,OURB,大眾,6669534 ,595654 ,324591 ,7914 ,22208 ,936963 ,3674487 ,2058084 ,0.01
2016/8,APBK,元大,5008850 ,537567 ,331624 ,15757 ,3045 ,452237 ,469389 ,4087224 ,0.13
2016/8,ICBC,兆豐,4470404 ,616231 ,410382 ,8679 ,6524 ,1141199 ,764487 ,2564718 ,0.16
2016/8,SCBL,渣打,3968473 ,359926 ,218005 ,1373 ,4883 ,1888187 ,622172 ,1458114 ,0.42
2016/8,AE,美運,3904440 ,167394 ,113374 ,3943 ,2780 ,334679 ,0 ,3569761 ,0.17
2016/8,TACB,合庫,3407331 ,433195 ,262343 ,5894 ,3519 ,617560 ,206205 ,2583566 ,0.35
2016/8,CSMB,凱基,2453142 ,509297 ,198061 ,8020 ,8166 ,1097085 ,305387 ,1050670 ,1.24
2016/8,ENTI,安泰,2135276 ,181593 ,70257 ,850 ,474 ,383637 ,1277375 ,474264 ,0.40
2016/8,SCSB,上海,1973585 ,356111 ,178229 ,1356 ,2366 ,715462 ,189513 ,1068610 ,0.67
2016/8,CCBC,彰化,1888887 ,435450 ,210553 ,3724 ,3143 ,353197 ,173298 ,1362392 ,0.30
2016/8,MBBT,台企銀,1431071 ,332096 ,127167 ,923 ,1767 ,451382 ,85284 ,894405 ,0.12
2016/8,LBOT,土地,1233438 ,224140 ,121966 ,3457 ,929 ,260207 ,52213 ,921018 ,0.43
2016/8,JSIB,日盛,1107128 ,180962 ,100333 ,425 ,3402 ,443207 ,217581 ,446340 ,0.27
2016/8,BKTW,台銀,920699 ,228765 ,108423 ,1131 ,984 ,226068 ,8705 ,685926 ,0.30
2016/8,RT,樂天,909950 ,160533 ,121511 ,12745 ,486 ,107268 ,160523 ,642159 ,0.13
2016/8,TCBB,台中,831671 ,198913 ,78621 ,2271 ,1253 ,256428 ,41112 ,534131 ,1.74
2016/8,SUNY,陽信,608143 ,86675 ,49260 ,2045 ,797 ,242374 ,61737 ,304032 ,0.57
2016/8,AEON,永旺,459906 ,87121 ,36968 ,138 ,591 ,265661 ,48171 ,146074 ,0.73
2016/8,BKAO,高雄,164607 ,9916 ,4614 ,209 ,90 ,7438 ,118 ,157051 ,0.27
2016/8,COBK,三信,156371 ,17129 ,11223 ,166 ,76 ,31695 ,13592 ,111084 ,0.44
2016/8,DBSS,星展,79670 ,12838 ,5957 ,45 ,63 ,22192 ,171 ,57307 ,1.29
2016/8,HTBK,華泰,79325 ,10197 ,6309 ,12 ,14 ,19734 ,2654 ,56937 ,1.71
2016/9,CTCB,中信,54401518 ,5928093 ,3838080 ,56544 ,37699 ,14633924 ,14504022 ,25263572 ,0.16
2016/9,UWCB,國泰,53556450 ,5819486 ,3987545 ,167547 ,30382 ,14403009 ,10716675 ,28436766 ,0.13
2016/9,ESUN,玉山,46032309 ,4220605 ,2936664 ,38711 ,23829 ,11232451 ,10438148 ,24361710 ,0.24
2016/9,CITI,花旗,44377901 ,2897079 ,2451755 ,20560 ,28657 ,15625833 ,9428296 ,19323772 ,0.49
2016/9,TSIB,台新,39329975 ,3624881 ,2542358 ,29640 ,21922 ,10181705 ,12781989 ,16366281 ,0.23
2016/9,TPBK,富邦,30046534 ,2381409 ,1699013 ,105020 ,26099 ,6311070 ,8321286 ,15414178 ,0.16
2016/9,SINO,永豐,15026014 ,1952814 ,1340289 ,14308 ,15191 ,4909879 ,3932349 ,6183786 ,0.33
2016/9,FEIN,遠東,14726660 ,1512147 ,1016613 ,39453 ,7455 ,4746159 ,5808441 ,4172060 ,0.40
2016/9,UBOT,聯邦,13913617 ,1995367 ,1014822 ,43706 ,28514 ,4724627 ,2711166 ,6477824 ,0.29
2016/9,TCBB,匯豐,8030217 ,603903 ,416222 ,5832 ,9966 ,2680380 ,1542599 ,3807238 ,0.26
2016/9,ANZB,澳盛,7407641 ,551116 ,337897 ,3845 ,12350 ,3022184 ,1563877 ,2821580 ,0.38
2016/9,MKTB,新光,6974620 ,906911 ,480883 ,7411 ,9600 ,2067667 ,1268711 ,3638242 ,0.24
2016/9,OURB,大眾,6315825 ,597887 ,324881 ,7595 ,5335 ,932445 ,3609817 ,1773563 ,0.02
2016/9,FCBK,第一,6201800 ,944592 ,632028 ,9874 ,8862 ,1422132 ,1010711 ,3768957 ,0.17
2016/9,HNBK,華南,5941605 ,860317 ,624604 ,11612 ,7488 ,746874 ,1722842 ,3471889 ,0.07
2016/9,APBK,元大,4967249 ,547435 ,342086 ,11305 ,2894 ,531881 ,481069 ,3954299 ,0.13
2016/9,AE,美運,4403848 ,168562 ,112880 ,3632 ,2464 ,339365 ,0 ,4064483 ,0.25
2016/9,ICBC,兆豐,4240362 ,605157 ,410685 ,6858 ,17932 ,1156534 ,751060 ,2332768 ,0.18
2016/9,SCBL,渣打,3810910 ,356338 ,215141 ,998 ,3719 ,1889387 ,579747 ,1341776 ,0.40
2016/9,TACB,合庫,3135684 ,434661 ,264265 ,4428 ,3048 ,632591 ,204449 ,2298644 ,0.30
2016/9,CSMB,凱基,2460255 ,507286 ,198035 ,7647 ,9681 ,1109222 ,338650 ,1012383 ,1.17
2016/9,ENTI,安泰,2110343 ,181749 ,70301 ,756 ,343 ,382727 ,1277871 ,449745 ,0.55
2016/9,SCSB,上海,1966220 ,355758 ,177470 ,1428 ,1781 ,736921 ,183239 ,1046060 ,0.87
2016/9,CCBC,彰化,1735260 ,433112 ,210300 ,2596 ,3545 ,368688 ,163663 ,1202909 ,0.35
2016/9,MBBT,台企銀,1361536 ,331621 ,126622 ,646 ,1121 ,459121 ,81551 ,820864 ,0.13
2016/9,LBOT,土地,1125569 ,226874 ,123797 ,3130 ,750 ,273104 ,49967 ,802498 ,0.35
2016/9,JSIB,日盛,1040484 ,178704 ,100513 ,368 ,2626 ,449772 ,215409 ,375303 ,0.28
2016/9,RT,樂天,947965 ,170451 ,129353 ,10113 ,411 ,117355 ,173012 ,657598 ,0.16
2016/9,BKTW,台銀,827997 ,229685 ,108569 ,1403 ,773 ,227510 ,8564 ,591923 ,0.36
2016/9,TCBB,台中,787114 ,198983 ,78440 ,1794 ,1090 ,269003 ,43756 ,474355 ,2.03
2016/9,SUNY,陽信,570263 ,87424 ,50234 ,1395 ,647 ,243844 ,61201 ,265218 ,0.01
2016/9,AEON,永旺,464120 ,86657 ,36274 ,79 ,562 ,267076 ,46918 ,150126 ,0.80
2016/9,BKAO,高雄,169384 ,9995 ,4621 ,119 ,40 ,7595 ,112 ,161677 ,0.22
2016/9,COBK,三信,160869 ,17140 ,11172 ,108 ,58 ,31725 ,13959 ,115185 ,0.51
2016/9,DBSS,星展,74037 ,12823 ,5910 ,41 ,56 ,21865 ,141 ,52031 ,2.45
2016/9,HTBK,華泰,73202 ,10182 ,6286 ,7 ,12 ,19948 ,2825 ,50429 ,0.36
2016/10,UWCB,國泰,57375403 ,5895716 ,4076257 ,113671 ,37441 ,14785463 ,10672774 ,31917166 ,0.14
2016/10,CTCB,中信,54619813 ,5944803 ,3832198 ,55229 ,39027 ,14778208 ,13682750 ,26158855 ,0.16
2016/10,ESUN,玉山,46131917 ,4240623 ,2955269 ,44049 ,24031 ,11401103 ,9756461 ,24974353 ,0.25
2016/10,CITI,花旗,45913612 ,2894719 ,2452066 ,16731 ,29514 ,16247443 ,9875595 ,19790574 ,0.66
2016/10,TSIB,台新,40979586 ,3653400 ,2558405 ,42047 ,13528 ,10192730 ,12652889 ,18133967 ,0.23
2016/10,TPBK,富邦,31407602 ,2378819 ,1719001 ,25367 ,27957 ,6245009 ,8767266 ,16395327 ,0.15
2016/10,SINO,永豐,15509478 ,1950428 ,1330711 ,14115 ,16501 ,4907295 ,3824726 ,6777457 ,0.33
2016/10,FEIN,遠東,14976765 ,1785507 ,1029836 ,294792 ,21379 ,4714433 ,5856978 ,4405354 ,0.41
2016/10,UBOT,聯邦,14509670 ,2009285 ,1041579 ,38169 ,24251 ,4774714 ,2655760 ,7079196 ,0.28
2016/10,TCBB,匯豐,8484366 ,599462 ,411187 ,5366 ,9807 ,2668181 ,1569961 ,4246224 ,0.26
2016/10,ANZB,澳盛,7563744 ,551596 ,335926 ,4701 ,4258 ,3021523 ,1566481 ,2975740 ,0.41
2016/10,MKTB,新光,7280216 ,905309 ,482986 ,8485 ,10087 ,2045949 ,1348059 ,3886208 ,0.24
2016/10,FCBK,第一,6712079 ,946707 ,633912 ,8706 ,9499 ,1433519 ,1094513 ,4184047 ,0.18
2016/10,HNBK,華南,6478282 ,886715 ,641284 ,36195 ,9378 ,753280 ,1837893 ,3887109 ,0.11
2016/10,OURB,大眾,6419160 ,600274 ,324751 ,8732 ,6284 ,928931 ,3553600 ,1936629 ,0.02
2016/10,APBK,元大,5164594 ,556219 ,350340 ,10583 ,3815 ,466036 ,493617 ,4204941 ,0.13
2016/10,ICBC,兆豐,4501052 ,605173 ,411817 ,7154 ,7138 ,1167392 ,798179 ,2535481 ,0.18
2016/10,AE,美運,4191292 ,168882 ,113168 ,3045 ,2725 ,342415 ,0 ,3848877 ,0.32
2016/10,SCBL,渣打,3826192 ,352901 ,213131 ,1315 ,4058 ,1873945 ,586442 ,1365805 ,0.34
2016/10,TACB,合庫,3237752 ,436746 ,266407 ,6108 ,4162 ,633630 ,213283 ,2390839 ,0.49
2016/10,CSMB,凱基,2534085 ,508957 ,198293 ,12296 ,10586 ,1096224 ,357441 ,1080420 ,1.04
2016/10,ENTI,安泰,2098213 ,181786 ,69805 ,761 ,444 ,378983 ,1277805 ,441425 ,0.61
2016/10,SCSB,上海,1860844 ,355524 ,177109 ,1516 ,1750 ,710737 ,177821 ,972286 ,0.70
2016/10,CCBC,彰化,1831166 ,429522 ,208979 ,2634 ,2983 ,365984 ,155578 ,1309604 ,0.40
2016/10,MBBT,台企銀,1492350 ,330676 ,125780 ,640 ,1585 ,455867 ,83972 ,952511 ,0.14
2016/10,LBOT,土地,1130114 ,229206 ,125752 ,3176 ,787 ,281954 ,51116 ,797044 ,0.44
2016/10,JSIB,日盛,1032437 ,177028 ,100550 ,439 ,2115 ,442066 ,205279 ,385092 ,0.30
2016/10,RT,樂天,1006681 ,181475 ,136601 ,11237 ,446 ,124965 ,194492 ,687224 ,0.21
2016/10,BKTW,台銀,865476 ,231086 ,109903 ,2025 ,912 ,229912 ,8893 ,626671 ,0.27
2016/10,TCBB,台中,815880 ,200952 ,78351 ,3463 ,1304 ,268403 ,43534 ,503943 ,2.53
2016/10,SUNY,陽信,571210 ,87929 ,50504 ,1250 ,738 ,246548 ,56831 ,267831 ,0.37
2016/10,AEON,永旺,454495 ,82388 ,36295 ,97 ,4392 ,269420 ,44757 ,140318 ,0.91
2016/10,BKAO,高雄,174228 ,10078 ,4591 ,127 ,44 ,8911 ,105 ,165212 ,0.20
2016/10,COBK,三信,156742 ,17112 ,11110 ,111 ,84 ,31259 ,14970 ,110513 ,0.67
2016/10,HTBK,華泰,75757 ,10160 ,6236 ,13 ,27 ,20068 ,2383 ,53306 ,0.40
2016/10,DBSS,星展,72385 ,12760 ,5860 ,14 ,77 ,21460 ,117 ,50808 ,1.86
